amphipoda_tot,bivalvia_tot,clupeidae_tot,clupea_harengus_tot,gadus_morhua_tot,gobiidae_tot,mysidae_tot,non_bio_tot,other_crustacea_tot,other_tot,other_pisces_tot,platichthys_flesus_tot,polychaeta_tot,saduria_entomon_tot,sprattus_sprattus_tot,pred_id,pred_length_cm,pred_weight_g,species,year,quarter,subdiv,ices_rect,X,Y,group,id,n
0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1271,19,94,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,0.17,0,0,0,0,0,0,0,0,0,0,0,1.66,0,2020_1_FLE_1275,21,110,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,2.4000000000000004,0,0,0,0,0,0,0,0.05,0,0,0,0,0,2020_1_FLE_1276,18,68,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1278,17,64,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,19.68999999999999,0,0,0,0,0,0,0,0,0,0,0,7.160000000000001,0,2020_1_FLE_1280,37,501,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,2020_1_FLE_1287,16,50,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,10.269999999999998,0,0,0,0,0,0,0,0,0,0,0,0.71,0,2020_1_FLE_1289,28,238,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,0.17,0,0,0,0,0,0,0,0,0,0,0,2.78,0,2020_1_FLE_1294,32,306,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,0,0,0,0,0,0,0,0,0,0,0,0,9.57,0,2020_1_FLE_1296,29,288,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,1.7400000000000002,0,0,0,0,0,0,0,0,0,0,0,1.89,0,2020_1_FLE_1297,31,338,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1298,30,279,Flounder,2020,1,25,40G6,566.7530967028472,6191.754460050787,Flounder,2020_1_40G6_Flounder,124
0,4.089999999999998,0,0,0,0,0,0,0,0.06,0,0,0,0,0,2020_1_FLE_1302,23,135,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1303,24,138,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1306,19,81,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,1.25,0,0,0,0,0,0,0,0.09,0,0,0,4.050000000000001,0,2020_1_FLE_1307,27,287,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,2020_1_FLE_1308,25,144,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1309,29,304,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,1.0199999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1310,17,66,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1312,22,149,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,1.37,0,0,0,0,0,0,0,0.12,0,0,0.27,0,0,2020_1_FLE_1315,20,86,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,9.78,0,0,0,0,0,0,0,0.12999999999999998,0,0,0,0.53,0,2020_1_FLE_1318,26,200,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1320,15,35,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,0.29,0,0,0,0,0,0,0,0.12,0,0,0,0,0,2020_1_FLE_1321,21,104,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,0.06,0,0,0,0,0,0,0,0.06,0,0,0,2.5999999999999996,0,2020_1_FLE_1326,28,266,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1327,33,410,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0.6899999999999994,1.3500000000000003,0,0,0,0,0,0,0.04,0.24000000000000005,0,0,0,0,0,2020_1_FLE_133,29,195,Flounder,2020,1,25,40G5,515.6656648328087,6185.703662307568,Flounder,2020_1_40G5_Flounder,169
0,0.5899999999999997,0,0,0,0,0,0,0,0.03,0,0,0,0,0,2020_1_FLE_1330,18,60,Flounder,2020,1,25,40G5,560.5470248550403,6187.9529142353695,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1331,21,139,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1332,25,163,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1333,32,420,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1334,31,370,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1335,28,251,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1336,33,364,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1337,30,232,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1338,26,219,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1339,23,146,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1341,22,153,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1345,27,298,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1347,18,64,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1355,20,97,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,2020_1_FLE_1360,24,131,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1361,29,264,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1365,35,499,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1370,14,36,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1374,19,76,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1380,34,424,Flounder,2020,1,25,40G5,549.3157616593766,6165.55008076446,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1384,23,135,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1385,26,223,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1386,33,299,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,1.67,0,0,0,0,0,0,0,0.02,0,0,0,0,0,2020_1_FLE_1387,22,125,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1388,25,152,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1389,27,176,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,2.21,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2020_1_FLE_1390,21,117,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1393,28,202,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,0.58,0,0,0,0,0,0,0.38,0.15,0,0,0,0,0,2020_1_FLE_1394,19,70,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0,2020_1_FLE_1395,32,300,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1398,17,54,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1399,18,68,Flounder,2020,1,25,40G5,556.44380414676,6182.3321927109,Flounder,2020_1_40G5_Flounder,169
0.24000000000000005,1.03,0,0,0,0,0,0,0.89,0.01,0,0,0,0,0,2020_1_FLE_14,20,90,Flounder,2020,1,25,40G4,459.147773711364,6172.882651030415,Flounder,2020_1_40G4_Flounder,97
0,8.1,0,0,0,0,0,0,0,0.93,0,0,0,0,0,2020_1_FLE_1400,33,356,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,3.44,0,0,0,0,0,0,0,0.6400000000000003,0,0,0,0,0,2020_1_FLE_1401,20,91,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,2.37,0,0,0,0,0,0,0,1.0199999999999998,0,0,0,0,0,2020_1_FLE_1402,18,64,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,3.98,0,0,0,0,0,0,0,0.12,0,0,0,0,0,2020_1_FLE_1403,22,105,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,9.5,0,0,0,0,0,0,0,0.14,0,0,0,0,0,2020_1_FLE_1404,30,259,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,3.9,0,0,0,0,0,0,0,0.5399999999999999,0,0,0,0,0,2020_1_FLE_1408,21,123,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,2.25,0,0,0,0,0,0,0,0,0,0,0,0.09,0,2020_1_FLE_141,19,81,Flounder,2020,1,25,40G5,515.6656648328087,6185.703662307568,Flounder,2020_1_40G5_Flounder,169
0,9.84,0,0,0,0,0,0,0,0.33,0,0,0,1.65,0,2020_1_FLE_1410,25,225,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,6.88,0,0,0,0,0,0,0,0.15999999999999992,0,0,0,0,0,2020_1_FLE_1411,23,155,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,4.08,0,0,0,0,0,0,0,0.4299999999999999,0,0,0,0,0,2020_1_FLE_1415,24,157,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,1.5599999999999998,0,0,0,0,0,0,0,0.3,0,0,0,0,0,2020_1_FLE_1419,19,69,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,15.420000000000002,0,0,0,0,0,0,0,0.17,0,0,0,0,0,2020_1_FLE_1420,36,473,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,4.050000000000001,0,0,0,0,0,0,0,0.08,0,0,0,0.46,0,2020_1_FLE_1422,27,239,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,3.5,0,0,0,0,0,0,0,0.4499999999999999,0,0,0,0,0,2020_1_FLE_1423,26,205,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,0.74,0,0,0,0,0,0,0,0.24,0,0,0,0.14,0,2020_1_FLE_1424,17,67,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,3.1799999999999997,0,0,0,0,0,0,0,0.02,0,0,0,0,3.8,2020_1_FLE_1425,28,304,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,0.21,0,0,0,0,0,0,0,0.25,0,0,0,0,0,2020_1_FLE_1428,16,50,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,4.390000000000004,0,0,0,0,0,0,0,0,0,0,0,8.07,0,2020_1_FLE_143,34,384,Flounder,2020,1,25,40G5,515.6656648328087,6185.703662307568,Flounder,2020_1_40G5_Flounder,169
0,17.01,0,0,0,0,0,0,0.01,0.39000000000000024,0,0,0,0,0,2020_1_FLE_1436,32,433,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1439,29,310,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,0.5700000000000001,0,0,0,0,0,0,0,0.5700000000000001,0.25,0,0,1.69,0,2020_1_FLE_1442,31,315,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,0.64,0,0,0,0,0,0,0,0.23000000000000004,0,0,0,0,0,2020_1_FLE_1444,14,42,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1445,35,491,Flounder,2020,1,25,40G5,553.285366155235,6184.14740781715,Flounder,2020_1_40G5_Flounder,169
0.03,1.64,0,0,0,0,0,0,0.01,0.01,0,0,0,0.63,0,2020_1_FLE_1448,17,58,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0.1699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.6399999999999999,0,2020_1_FLE_1449,18,58,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_145,13,27,Flounder,2020,1,25,40G5,515.6656648328087,6185.703662307568,Flounder,2020_1_40G5_Flounder,169
0,0.29,0,0,0,0,0,0,0,0,0,0,0,4.140000000000001,0,2020_1_FLE_1450,24,198,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,0.7,0,0,0,0,0,0,0,0,0,0,0,4.73,0,2020_1_FLE_1452,28,226,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,1.15,0,0,0,0,0,0,0,0.06,0,0,0,0,0,2020_1_FLE_1453,15,43,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,2020_1_FLE_1454,20,93,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0.18000000000000005,0.08,0,0,0,0,0,0,0,0.53,0,0,0,0.26,0,2020_1_FLE_1455,23,130,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,0.11,0,0,0,0,0,0,0,0,0,0,0,5.660000000000001,0,2020_1_FLE_1457,22,168,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,17.11,0,2020_1_FLE_1459,32,347,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,0.08,0,0,0,0,0,0,0,0,0,0,0,3.1899999999999995,0,2020_1_FLE_1460,21,120,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0.12,0.06,0,0,0,0,0,0,0,0.27,0,0,0,0.15000000000000002,0,2020_1_FLE_1465,16,38,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,1.82,0,0,0,0,0,0,0,0,0,0,0,0.11,0,2020_1_FLE_1467,19,79,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0.15999999999999995,2.440000000000001,0,0,0,0,0,0,0,0.1,0,0,0,0.6000000000000001,0,2020_1_FLE_1468,25,169,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0.18999999999999995,0.18,0,0,0,0,0,0,0,0,0,0,0,1.61,0,2020_1_FLE_1469,29,288,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0.03999999999999999,1.72,0,0,0,0,0,0,0,0,0,0,0,7.540000000000002,0,2020_1_FLE_147,35,546,Flounder,2020,1,25,40G5,515.6656648328087,6185.703662307568,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,5.700000000000001,0,2020_1_FLE_1477,31,260,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,1.7599999999999998,0,0,0,0,0,0,0,0,0,0,0,0.38,0,2020_1_FLE_1479,30,294,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,0.55,0,0,0,0,0,0,0,0,0,0,0,1.8100000000000005,0,2020_1_FLE_1481,27,276,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0.08999999999999998,0.28,0,0,0,0,0,0,0,0,0,0,0,5.909999999999999,0,2020_1_FLE_1483,33,518,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,2,0,0,0,0,0,0,0,0,0,0,0.16,7.8,0,2020_1_FLE_1484,37,482,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1486,26,230,Flounder,2020,1,25,40G5,535.4631261980155,6191.385270522121,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,15.62,0,2020_1_FLE_1491,33,355,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,2020_1_FLE_1492,26,230,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,2020_1_FLE_1493,25,237,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0.3199999999999998,0,0,0,0,0,0,0,0,0.03,0,0,0,3.02,0,2020_1_FLE_1494,29,236,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1495,27,274,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1496,22,114,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,3.6000000000000005,0,2020_1_FLE_1498,23,149,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,2020_1_FLE_1499,28,350,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0.13,2.32,0,0,0,0,0,0.04,1.14,0,0,0,0,0,0,2020_1_FLE_15,28,216,Flounder,2020,1,25,40G4,459.147773711364,6172.882651030415,Flounder,2020_1_40G4_Flounder,97
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_150,22,136,Flounder,2020,1,25,40G5,532.3755836533543,6185.796146803043,Flounder,2020_1_40G5_Flounder,169
1.4799999999999969,0,0,0,0,0,0,0,0,0.06,0,0,0,0.6900000000000002,0,2020_1_FLE_1501,19,72,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1502,20,90,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1504,24,211,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0.8800000000000006,0,0,0,0,0,0,0,0,0,0,0,0,2.179999999999998,0,2020_1_FLE_1506,18,72,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,2020_1_FLE_1509,30,356,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,2.6800000000000006,0,0,0,0,0,0,0,0,0,0,0,0.03,0,2020_1_FLE_151,21,112,Flounder,2020,1,25,40G5,532.3755836533543,6185.796146803043,Flounder,2020_1_40G5_Flounder,169
1.7499999999999964,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,2020_1_FLE_1513,16,47,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
4.1199999999999815,3.24,0,0,0,0,0,0.04,0.03,0,0,0,0,14.51,0,2020_1_FLE_1515,26,168,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0.35,0,0,0,0,0,0,0,0,0,0,0,9.12,0,2020_1_FLE_152,31,342,Flounder,2020,1,25,40G5,532.3755836533543,6185.796146803043,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1525,21,140,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_1_FLE_1528,32,260,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,5.24,0,0,0,0,0,0,0,0,0,0,0,1.7400000000000002,0,2020_1_FLE_153,23,129,Flounder,2020,1,25,40G5,532.3755836533543,6185.796146803043,Flounder,2020_1_40G5_Flounder,169
0.03,0,0,0,0,0,0,0,0,0.08,0,0,0,2.8299999999999996,0,2020_1_FLE_1533,15,41,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,9.93,0,2020_1_FLE_1536,31,307,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0.33999999999999986,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,2020_1_FLE_1537,17,60,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0,0,0,0,0,0,0,0,0,0,0,0,0,27.45000000000001,0,2020_1_FLE_1538,38,567,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
0.04,0.46,0,0,0,0,0,0,0,0.02,0,0,0,11.339999999999993,0,2020_1_FLE_154,36,616,Flounder,2020,1,25,40G5,532.3755836533543,6185.796146803043,Flounder,2020_1_40G5_Flounder,169
0.5799999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,2020_1_FLE_1540,11,17,Flounder,2020,1,25,40G5,524.9685179732861,6202.441915806259,Flounder,2020_1_40G5_Flounder,169
